,Song title,Song author,Artist country
225154,Tudo Com Voce,Victor & Leo,BR
225155,Sem Medo De Amar,Onze:20,
225170,Domingo De Manha,Marcos & Bellutti,BR
225179,Fronteira,O Rappa,BR
225181,Coracao Apertado,Thaeme & Thiago,BR
225182,Enquanto Voce Dormia,Projota,BR
225212,Calma,Jorge & Mateus,BR
225217,Vou Te Amarrar Na Minha Cama,Bruno & Marrone,BR
225220,Eta Amor,Pericles & Xande,US
225222,Recaidas,Avioes Do Forro,BR
225310,11 Vidas,Lucas Lucco,BR
225314,Final De Tarde,Pericles,US
225319,Ce Topa? (Ao Vivo),Luan Santana,BR
225392,Bla Bla Bla,Anitta,BR
225394,"Caraca, Muleke",Thiaguinho,BR
225398,Ce Que Sabe,Cristiano Araujo,BR
225399,Olhando Retratos,Belo,
225403,Os 10 Mandamentos Do Amor,Eduardo Costa,BR
225447,Pais Do Futebol,MC Guime,BR
225449,O Tempo Nao Apaga,Victor & Leo,BR
225450,Amor Que Nao Sai,Ivete Sangalo,BR
225455,Te Dar Um Beijo,Michel Telo & Prince Royce,BR
225459,Pega Eu E Leva Pra Voce,Leonardo,BR
225463,Ta Bom Aham / Guerra Fria,Sorriso Maroto,BR
225512,Mozao,Lucas Lucco,BR
225513,Quem E,Paula Fernandes,BR
225514,Beijinho No Ombro,Valesca Popozuda,BR
225519,So Vejo Voce,Tania Mara,BR
225522,Coisas Da Vida,Nosso Sentimento & Belo,BR
225610,Lepo Lepo,Psirico,BR
225615,Guerra Fria,"Sorriso Maroto, Jorge & Mateus",BR
225617,Bilu Bilu,Pablo,Glasgow
225620,Zen,Anitta,BR
225623,Recordacoes,SPC,
225790,Deusas Do Amor,Ivete Sangalo & Claudia Leitte,BR
225791,Gaveta,Fernando & Sorocaba,BR
225794,Recaidas,Henrique & Juliano,BR
225797,Estou Apaixonado,Daniel & Thalia,DE
225798,To Solto Na Night,Gusttavo Lima,BR
225799,Maus Bocados,Cristiano Araujo,BR
225803,Espalhe Amor,Maria Cecilia & Rodolfo,BR
225821,Voce Me Vira A Cabeca,Bruno & Marrone,BR
225837,Amor Pra Recomecar (Live In London),Jorge & Mateus,BR
225843,Sol Da Minha Vida,Naldo Benny & Ivete Sangalo,BR
225856,Tempo De Alegria,Ivete Sangalo,BR
225861,Jogado Na Rua,Guilherme & Santiago,BR
225920,Horario De Verao,Turma Do Pagode,BR
225921,Mentirosa,Marcos & Belucci,
225938,Sera Que E Amor,Thiaguinho,BR
225941,Tudo Que Voce Quiser,Luan Santana,BR
225978,Hoje O Ceu Abriu,NX Zero,BR
225980,Teorias,Zeze Di Camargo & Luciano,BR
225982,Logo Eu,Jorge & Mateus,BR
226001,Bala Perdida,Ricardo & Joao Fernando,
226003,Levemente Alterado,"Michel Telo, Bruninho & Davi",BR
226022,Mais Facil (Easier),Sorriso Maroto & Brian Mcknight,BR
226041,Nao Fui Eu,Paula Fernandes,BR
226042,Vem Pra Festa,Tihuana,BR
226060,Na Linha Do Tempo,Victor & Leo,BR
226081,Mo,Fernando & Sorocaba,BR
226082,Fui Fiel,Gusttavo Lima,BR
226083,Perdas,CPM 22,BR
226123,Anjos De Plantao,Ivo Mozart & Doncezao,
226159,As Aparencias Enganam,Thiaguinho,BR
226160,Nao Sou Eu,Cesar Menotti & Fabiano,BR
226197,Nao Para,Anitta,BR
226198,Crime Perfeito,Joao Neto & Frederico,BR
226201,Um Lugarzinho Na Sua Cama,Joao Bosco & Vinicius,BR
226219,Caso Indefinido,Cristiano Araujo,BR
226237,Se Tudo Fosse Facil,Michel Telo & Paula Fernandes,BR
226239,Diz Pra Mim,Gusttavo Lima,BR
226240,Enamorado,Eduardo Costa,BR
226243,Menina Ma,Anitta,BR
226262,A Hora E Agora,Jorge & Mateus,BR
226321,Horas Iguais,Turma Do Pagode,BR
226335,Garotas Nao Merecem Chorar,Luan Santana,BR
226340,Fofinha Delicia,Sorriso Maroto,BR
226341,Quem E Voce,Detonautas,BR
226342,So Pra Te Fazer Lembrar,Lucas Lucco,BR
226357,Vagalumes,Pollo & Ivo Mozart,
226378,A Bela E O Fera,Munhoz & Mariano,BR
226399,Simples Desejo,Thiaguinho & Gilberto Gil,BR
226415,Caipifruta,Naldo,
226417,Vi Amor No Seu Olhar,Belo,
226438,O Que Ce Vai Fazer,Fernando & Sorocaba,BR
226458,Um Ser Amor,Paula Fernandes,BR
226459,Cuidado Cupido,Pericles & Luan Santana,BR
226461,Maravida,Daniel,BR
226499,Ligacao,NX Zero,BR
226501,Se Joga,Strike & Projota,BR
226516,Te Esperando,Luan Santana,BR
226540,Deserto,Thaeme & Thiago,BR
226557,A Gente Tem Tudo A Ver,Turma Do Pagode,BR
226574,Dois Coracoes,Cesar Menotti & Fabiano,BR
226579,Eu To Na Pista  Eu To Solteiro,Zeze Di Camargo & Luciano,BR
226581,No Me Compares,Alejandro Sanz,ES
226582,Amiga Da Minha Irma,Michel Telo,BR
226602,Brigas Por Nada,Sorriso Maroto,BR
226619,Se O Coracao Viajar,Paula Fernandes,BR
226621,Desencana,Thiaguinho,BR
226639,93 Million Miles,Jason Mraz,US
226640,Amor De Chocolate,Naldo,
226642,Louco Coracao,Eduardo Costa,BR
226678,Meu Novo Mundo,Charlie Brown Jr.,BR
226699,I'll Never Love This Way Again,Jesuton,BR
226721,Sograo Caprichou,Luan Santana,BR
226761,Veneno,Fernando & Sorocaba,BR
226779,Vidro Fume,Bruno & Marrone,BR
226782,Entre Beijos E Mais Beijos,Biquini Cavadao,BR
226800,Linda,"Planta, Raiz & Tati Portella",São Paulo
226801,Esse Cara Sou Eu,Roberto Carlos,BR
226815,Dancando,Ivete Sangalo,BR
226821,Enquanto Houver Razoes,Jorge & Mateus,BR
226857,Criacao Divina,Zeze Di Camargo & Luciano,BR
226879,Celebrar,Jammil E Uma Noites,BR
226882,Uma Cancao De Amor,Michel Telo,BR
226899,Balada Louca,Munhoz & Mariano,BR
226900,Anjo Protetor,Eduardo Costa,BR
226902,Ceu Completo,Strike,GB
226962,Ousadia E Alegria,Thiaguinho,BR
227000,Vai E Chora,Sorriso Maroto,BR
227040,E Nois Faze Parapapa,Michel Telo & Sorriso Maroto,BR
227041,"Luz, Cama E Acao",Turma Do Pagode,BR
227061,No Brilho Desse Olhar,Ivete Sangalo,BR
227101,Livre,Fernando & Sorocaba,BR
227122,Te Vivo,Luan Santana,BR
227141,Voce Mudou,Cristiano Araujo,BR
227142,Quando Voce Some,"Victor & Leo, Zeze Di Camargo & Luciano",BR
227159,Cristal,Buchecha & Belo,BR
227175,Se Eu Te Pego Te Envergonho,Sorriso Maroto,BR
227195,Ainda Bem,Thiaguinho,BR
227200,Supernova,Natiruts,BR
227201,So Vai De Camarote,Grupo Revelacao,Rio de Janeiro
227219,Eu Nao Vou Aceitar,Bruno & Marrone,BR
227221,Mare,NX Zero,BR
227239,Pra Ser Feliz,Daniel,BR
227256,Nao Me Perdoei,Victor & Leo,BR
227262,Fiorino,Gabriel Gava,
227314,Sou Seu Amor E Voce E Minha Vida,Zeze Di Camargo & Luciano,BR
227322,Tudo Esta Parado,Jota Quest,BR
227338,Camaro Amarelo,Munhoz & Mariano,BR
227340,"Vem Ni Mim, Dodge Ram",Israel Novaes & Gusttavo Lima,BR
227357,I Love You,Marcos & Bellutti,BR
227382,Voce,Edson & Hudson,BR
227397,Vida De Empreguete,Musica Das Empreguetes (Elenco Da Novela),Rio de Janeiro
227400,Gatinha Assanhada,Gusttavo Lima,BR
227421,Eu Sem Voce,Paula Fernandes,BR
227433,A Verdade,Fernando & Sorocaba,BR
227441,Assim Voce Mata O Papai,Sorriso Maroto,BR
227480,Sou O Cara Pra Voce,Thiaguinho,BR
227496,Comecar De Novo,Eduardo Costa,BR
227500,Ex Mai Love (Ex My Love),Gaby Amarantos,BR
227502,365 Dias,Thaeme & Thiago,BR
227522,Ninfa,RPM,BR
227582,To Morando Sozinho,Joao Neto & Frederico,BR
227593,Incondicional,Luan Santana,BR
227620,Fluxo Perfeito,Strike,GB
227622,Sonho De Amor,Zeze Di Camargo & Luciano,BR
227653,60 Segundos,Gusttavo Lima,BR
227678,Mais Perto De Mim,Jota Quest,BR
227680,Ja Nao Sei Mais Nada,Bruno & Marrone,BR
227718,E Tenso,Fernando & Sorocaba,BR
227721,Buque De Flores,Thiaguinho,BR
227722,Voce Nao Sai De Mim,Luan Santana,BR
227738,Lagrimas,Victor & Leo,BR
227759,Humilde Residencia,Michel Telo,BR
227779,Long Live,Paula Fernandes & Taylor Swift,BR
227780,E Agora?,Daniel,BR
227817,Tomara A Deus,Eduardo Costa,BR
227840,Ritmo Da Chuva,Victor & Leo,BR
227881,Cold War,Janelle Monae,US
227901,Nega,Luan Santana,BR
227939,Criminal,Britney Spears,US
227956,Nunca Amei Alguem Como Te Amei,Ivete Sangalo,BR
227978,Parede De Vidro,Bruno & Marrone,BR
227981,Baby Fala Pra Mim,Leonardo,BR
228000,Constelacoes,Joao Bosco & Vinicius,BR
228001,Amor Covarde,Jorge & Mateus,BR
228016,Sensacoes,Paula Fernandes,BR
228020,Ceu Azul,Charlie Brown Jr.,BR
228038,Nosso Casamento,Leo Magalhaes,
228060,Tudo Que Eu Sinto,CW7,
228080,Ferias Em Salvador,Fernando & Sorocaba,BR
228098,Dancando,Agridoce,BR
228101,Amor De Alma,Victor & Leo,BR
228137,Menina Estranha,Restart,
228140,In The Dark,Dev,US
228157,Deu Saudade,Edson & Hudson,BR
228158,Meu Grito De Amor,Eduardo Costa & Paula Fernandes,BR
228159,Triste E Alegre,Guilherme & Santiago,BR
228161,Ainda Bem,Marisa Monte,BR
228177,Juras De Amor,Bruno & Marrone,BR
228215,Romance,Humberto & Ronaldo,BR
228235,Balada Boa,Gusttavo Lima,BR
228238,Danca Kuduro,Daddy Kall & Latino,Stockholm
228257,Paga Pau,Fernando & Sorocaba,BR
228261,Nao Precisa,"Paula Fernandes, Victor & Leo",BR
228299,Nao E Normal,NX Zero,BR
228337,Nao Seria Justo,Exaltasamba,BR
228338,As Lembrancas Vao Na Mala,Luan Santana,BR
228398,Vou Cantar,Restart,
228401,Nova Namorada,Marcos & Bellutti,BR
228441,A Doida (Remix),Seu Jorge,BR
228460,Tres Palavras,"Maria Cecilia, Rodolfo & Exaltasamba",BR
228476,Abelha,Joao Bosco & Vinicius,BR
228477,Written In The Stars,Elton John & LeAnn Rimes,US
228479,Volta Pro Meu Coracao,Joao Carreiro & Capataz,
228481,Eu Quero Te Amar,Eduardo Costa,BR
228508,A Gente Faz A Festa,Exaltasamba,BR
228509,Talking To The Moon,Bruno Mars,US
228516,Amar Nao e Pecado,Luan Santana & Adelaide,BR
228517,Relogio,Ricardo & Joao Fernando,
228520,Um Beijo,Luan Santana,BR
228578,Pra Voce,Paula Fernandes,BR
228580,Agua De Oceano,Victor & Leo,BR
228597,Amiga Amante E Namorada,Bruno & Marrone,BR
228657,Quatro Estacoes,Hugo Pena & Gabriel,BR
228658,Sissi,Alexandre Pires,BR
228673,Seu Astral,Jorge & Mateus,BR
228678,Desejo De Amar,Ivete Sangalo,BR
228679,Teus Segredos,Fernando & Sorocaba,BR
228697,That Should Be Me,Justin Bieber & Rascal Flatts,US
228719,Pensando Em Nos Dois,Ivete Sangalo & Seu Jorge,BR
228734,Quimica Do Amor,Luan Santana & Ivete Sangalo,BR
228736,Familia,Planta & Raiz,São Paulo
228774,Eu Sei,Fresno,BR
228798,Ai Ja Era,Jorge & Mateus,BR
228813,Cliche,Sorriso Maroto,BR
228814,Mentes Tao Bem,Zeze Di Camargo & Luciano,BR
228817,Agua,Claudia Leitte,BR
228838,O Troco,"Maria Cecilia, Rodolfo & Exaltasamba",BR
228858,Um Minuto,Exaltasamba,BR
228912,Chuva,Joao Bosco & Vinicius,BR
228917,Que Da Vontade Da,Guilherme & Santiago,BR
228918,Se Intrometeu,Michel Telo,BR
228935,Chove Chove,Jorge & Mateus,BR
228979,Onde Vock Estiver,NX Zero,BR
228980,Coracao Em Desalinho,Maria Rita,BR
228998,Da Cabena Aos Pes,Edson,SE
229000,Ela E Total Flex,Alexandre Peixe,
229014,Acelera Ae (Noite Do Bem),Ivete Sangalo,BR
229034,Vida Ou Morte,CPM 22,BR
229059,Whip My Hair,Willow Smith,US
229060,So Agora,Pitty,BR
229111,Boa Sorte Pra Voce,Victor & Leo,BR
229114,Adrenalina,Luan Santana,BR
229118,Pra Voce Lembrar,Restart,
229119,To Passando Mal,Fernando & Sorocaba,BR
229120,I Run To You,Lady Antebellum,US
229138,Ta Tudo Ok,Ze Henrique & Gabriel,
229155,Sem Me Controlar,Marcos & Bellutti,BR
229176,Sonhando,Bruno & Marrone,BR
229178,To Vendo Aquela Lua,Exaltasamba,BR
229192,Ta Se Achando,Guilherme & Santiago,BR
229196,Tao Linda E Tao Louca,Zeze Di Camargo & Luciano,BR
229200,Vivendo E Aprendendo,Capital Inicial,BR
229219,Do Outro Lado Do Radio,Daniel,BR
229239,De Repente,Skank,BR
229240,Raiou,Planta & Raiz,São Paulo
229253,Feito Tatuagem,Eduardo Costa,BR
229258,Don Juan,Claudia Leitte & Belo,BR
229278,Voce Me Encantou Demais,Natiruts,BR
229296,Nao Mais,Victor & Leo,BR
229336,Amo Noite E Dia,Jorge & Mateus,BR
229358,Do Lado De Ca,Chimarruts,BR
229360,Como Eu Queria Te Amar,Edson,SE
229376,Madrid,Fernando & Sorocaba,BR
229398,Linda Tao Linda,Hori,JP
229415,Eu Nao Mudaria Nada Em Voce,Julie & Joe Jonas,GB
229417,That's My Name,Akcent & Lora,RO
229437,Estrela,Hugo Pena & Gabriel,BR
229455,So Rezo,NX Zero,BR
229474,Deixa O Tempo,Fresno,BR
229478,Sinonimo De Amor,Bruno & Marrone,BR
229479,Quem E Voce,Alexandre Pires,BR
229480,Famosa,Claudia Leitte,BR
229518,Sinais,Luan Santana,BR
229520,Depois Da Meia-noite,Capital Inicial,BR
229539,Sinais,Sorriso Maroto,BR
229556,Tapa Na Cara,Zeze Di Camargo & Luciano,BR
229560,Two Is Better Than One,Boys Like Girls & Taylor Swift,US
229575,So Nos Dois,Detonautas,BR
229593,So Os Loucos Sabem,Charlie Brown Jr.,BR
229594,Labirinto,Cesar Menotti & Fabiano,BR
229618,Wavin' Flag (Remix),K'naan & Skank,CA
229660,Noites De Um Verao Qualquer,Skank,BR
229676,Ao Vivo E Em Cores,Victor & Leo,BR
229679,Minha Vida E Voce,Hevo 84,Melbourne
229695,Amores Imortais,Eduardo Costa,BR
229696,Pes Cansados,Sandy,BR
229697,Levo Comigo,Restart,
229699,Sem Essa Coracao,Joao Bosco & Vinicius,BR
229716,Pode Ir Embora,Bruno & Marrone,BR
229718,Eu Sou O Samba,Alexandre Pires & Seu Jorge,BR
229736,Fracasso,Pitty,BR
229778,Lobo Mau,Ivete Sangalo,BR
229779,Egoista,Belinda & Pitbull,US
229800,Rebolation,Parangole,BR
229870,Voce Nao Sabe O Que E O Amor,Luan Santana,BR
229878,Uma Cancao Pra Voce,Edson,SE
229880,Fa,Christian & Cristiano,IT
229892,Stereo Love (remix),Edward Maya & Alicia,RO
229900,Estrela Cadente,Victor & Leo,BR
229920,Who I Am,Nick Jonas & The Administration,US
229937,As Mascaras,Claudia Leitte,BR
229940,Give It Up To Me,Shakira & Lil Wayne,CO
229958,O Que Combina Comigo E Voce,Ze Henrique & Gabriel,
229960,Voce Nao Me Faz Bem,Marcos & Bellutti,BR
229999,Na Base Do Beijo,Ivete Sangalo,BR
230019,Flor Do Meu Sertao,Leonardo,BR
230045,I Want To Know What Love Is,Mariah Carey,US
230047,Meteoro,Luan Santana,BR
230049,E Dai,Guilherme & Santiago,BR
230055,Nao Tem Pra Ninguem,Jeito Moleque,BR
230056,Vale Night,Asa De Aguia,BR
230057,Passaro De Fogo,Paula Fernandes,BR
230059,Voa Beija-flor,Jorge & Mateus,BR
230065,Espero A Minha Vez,NX Zero,BR
230070,E Agora Nos,Sorriso Maroto & Ivete Sangalo,BR
230073,Me Libera (novo Amor ),Banda Djavu,
230074,Fui (ao Vivo),Exaltasamba,BR
230078,Reinventar,Belo,
230090,Quem Ta Bebo Quem Ta Bao,Bruno & Marrone,BR
230093,Nao Valeu Pra Voce,Eduardo Costa,BR
230097,Passos Escuros,Hevo 84,Melbourne
230230,"Sorri, Sou Rei",Natiruts & Claudia Leitte,BR
230233,O Amor De Antes,Hugo & Tiago,BR
230245,Foi Voce Quem Trouxe,Edson & Hudson,BR
230248,A Mulher Que Eu Amo,Roberto Carlos,BR
230255,Me Encontra,Charlie Brown Jr.,BR
230276,Me Adora,Pitty,BR
230288,Entre Olhares,Ana Carolina & John Legend,BR
230291,Amor Nao Vai Faltar (Ao Vivo),Bruno & Marrone,BR
230318,Seis E Trinta,Jota Quest,BR
230319,Selinho Na Boca,Latino & Perlla,BR
230348,Deus E Eu No Sertao,Victor & Leo,BR
230352,Sutilmente,Skank,BR
230354,Fly,Wanessa Camargo & Ja Rule,BR
230355,Cartas Pra Voce,NX Zero,BR
230392,Pessoal Particular,Seu Jorge,BR
230393,Cara De Pau (Ao Vivo),Fernando & Sorocaba,BR
230431,Beijo De Cinema,Perlla,BR
230466,Agora Eu Ja Sei,Ivete Sangalo,BR
230468,No Radio,Sociedade Do Samba,
230508,Nao Tente Me Impedir,Bruno & Marrone,BR
230524,Tudo No Olhar,Marcos & Bellutti,BR
230525,Horizonte,Claudia Leitte,BR
230544,Minha Paz,Gloria,BG
230548,Agenda,Ornella Di Santis & Belo,
230561,Antes De Voce,Titas,BR
230588,Sorrindo,Aliados,
230604,No Veneno,Strike,GB
230621,Pra Nao Chorar,Edson & Hudson,BR
230642,Love Is On Its Way,Jonas Brothers,US
230665,Groove Bom,Natiruts,BR
230687,"Chora, Me Liga",Joao Bosco & Vinicius,BR
230707,Volte Amor,Leonardo,BR
230725,Menino Da Porteira,Daniel,BR
230726,Ela Disse,Marcelo D2,BR
230728,Suplica Cearense,O Rappa,BR
230741,A Lhe Esperar,Os Paralamas Do Sucesso,BR
230748,Faz Um Milagre Em Mim,Pique Novo,
230766,Nada Normal,Victor & Leo,BR
230783,I Stay In Love,Mariah Carey,US
230806,Cade Dalila,Ivete Sangalo,BR
230828,Ogum,Zeca Pagodinho & Jorge Benjor,BR
230847,I'm So Paid,Akon & Lil Wayne,SN
230884,Meu Mundo E O Barato,O Rappa,BR
230898,Voce Sabia,Victor & Leo,BR
230902,Beijar Na Boca,Claudia Leitte,BR
230904,Vem Andar Comigo,Jota Quest,BR
230944,Alguem Que Te Faz Sorrir,Fresno,BR
230964,A Chapa Vai Esquentar,Rud & Robson,
230967,O Que Vai Ser De Nos,Zeze Di Camargo & Luciano,BR
230986,Daqui Pra Frente,NX Zero,BR
231006,Tudo Passa,Tulio Dek & Di Ferrero,
231044,Desabafo,Marcelo D2,BR
231048,Divina Comedia,Scracho,
231063,Para De Chorar,Cesar Menotti & Fabiano,BR
231065,Imprevisivel,Edson & Hudson,BR
231066,Misteriosa,Hugo & Tiago,BR
231086,Midnight Bottle,Colbie Caillat,US
231088,Coisa De Pele,Bruno & Marrone,BR
231103,Nao E Proibido,Marisa Monte,BR
231105,Lies,McFly,GB
231164,Borboletas,Victor & Leo,BR
231184,Ainda Gosto Dela,Skank,BR
231187,Sufoco,Joao Bosco & Vinicius,BR
231188,Carry You Home,James Blunt,GB
231205,Sete A Uma,Offline,RS
231206,Primeira Namorada,Sorriso Maroto,BR
231207,Pancadao Ou Sertanejo,Andre & Adriano,
231224,Amado,Vanessa Da Mata,BR
231245,Uma Prova De Amor,Zeca Pagodinho,BR
231263,Monstro Invisivel,O Rappa,BR
231286,Mina Do Condominio,Seu Jorge,BR
231308,Ciumenta,Cesar Menotti & Fabiano,BR
231325,Tem Que Ser Voce,Victor & Leo,BR
231326,Delirios De Amor,Alexandre Pires,BR
231327,A Fila Anda,Leonardo,BR
231344,Cedo Ou Tarde,NX Zero,BR
231347,Fatalmente,Rodriguinho,
231348,Passaros,Claudia Leitte,BR
231361,Me Abrace,Wanessa Camargo & Camila,BR
231364,Nao Ha,Seu Cuca,BR
231384,Lugares Proibidos,Doce Encontro,BR
231385,Negativo Positivo,Rick & Renner,BR
231400,Doce Sal,Danni Carlos,BR
231401,1 Minuto,D'black & Negra Li,BR
231426,Algum Dia,Capital Inicial,BR
231428,Chega,Zeze Di Camargo & Luciano,BR
231445,Bala De Prata,Fernando & Sorocaba,BR
231446,Nao Faz Mais Isso Comigo,Bruno & Marrone,BR
231507,Extravasa,Claudia Leitte,BR
231539,Extravasa,Babado Novo,BR
231540,Pense Em Mim,Darvin,BR
231547,Uma Crianca Com Seu Olhar,Charlie Brown Jr.,BR
231585,Dificil Nao Falar De Amor,Daniel,BR
231587,Coracao Bandido,Leonardo,BR
231608,Uma Musica,Fresno,BR
231646,Bye Bye,Inimigos Da Hp,
231648,Beleza Pura,Skank,BR
231660,Bang Bang,Dibob,
231685,"Escolhas, Provas E Promessas",CPM 22,BR
231706,Agora To Solteira,Gaiola Das Popozudas,BR
231723,Teardrops On My Guitar,Taylor Swift,US
231725,Semente,Armandinho,BR
231747,Tanta Solidao,Perlla,BR
231766,Danca Do Creu,Mc Creu,
231768,Ainda Assim Te Amo,Guto & Nando,
231783,Fugindo De Mim,Sideral,
231787,Pela Ultima Vez,NX Zero,BR
231808,Tudo E Passageiro,Primadona,
231824,Do You,Ne-Yo,US
231826,Nao Me Faca Esperar,Ivete Sangalo,BR
231845,Me Pega De Jeito,Wanessa Camargo,BR
231848,Coisas Que Eu Sei,Danni Carlos,BR
231865,Blusinha Branca,Papas Da Lingua,
231883,Naticongo,Natiruts,BR
231887,Ta Chovendo Mulher,Samprazer,
231926,One More Chance,Will.I.Am,US
231928,Vida Boa,Victor & Leo,BR
231948,Ficar Por Ficar (Acustico),Bruno & Marrone,BR
231983,Tropa De Elite,Tihuana,BR
231984,Fala (Ao Vivo),Edson & Hudson,BR
232007,Boa Sorte / Good Luck,Vanessa Da Mata,BR
232047,Voce Me Ensinou Amor,Nathalia,FR
232081,Pontes Indestrutiveis,Charlie Brown Jr.,BR
232083,Headlines (Friendship Never Ends),Spice Girls,GB
232088,Nossa Musica,CPM 22,BR
232105,Pulsos,Pitty,BR
232108,Ternura,Isabella Taviani,BR
232144,A Noite Sonhei Contigo,Paula Toller,BR
232166,Aqui,Capital Inicial,BR
232183,Sem Ar,D'black,
232186,Last Night,P Diddy & Keyshia Cole,US
232188,Caso Por Acaso,Cesar Menotti & Fabiano,BR
232203,Nao To Pronta Pra Perdoar,Wanessa Camargo,BR
232207,Pra Nao Morrer De Amor,Bruno & Marrone,BR
232227,Como Magica,Naldo & Lula,
232243,Nosso Filme (Ao Vivo),Inimigos Da Hp,
232245,The Way I Live,Baby Boy Da Prince & Lil Boosie,US
232248,The Beat Goes On,Madonna & Pharrell,US
232267,Ta Perdoado,Maria Rita,BR
232268,Say Goodbye,Chris Brown,US
232308,Eu Vou Seguir,Marina Elali,BR
232326,Culpada (mas Mala Que Tu),Wanessa Camargo,BR
232328,Polo (Ao Vivo),Fresno,BR
232345,Natiruts Reggae Power,Natiruts,BR
232367,Fada,Victor & Leo,BR
232368,Lua Cheia Fica Doida,Papas Da Lingua,
232386,Espirais,Marjorie Estiano,BR
232387,Abri Os Olhos,Sandy & Junior,BR
232406,She's Madonna,Robbie Williams & Pet Shop Boys,GB
232408,Depois Do Amor,Perlla & Belo,BR
232426,Say Ok,Vanessa Hudgens,US
232445,To De Saco Cheio,Doce Encontro,BR
232447,Meu Amor Se Mudou Pra Lua,Paula Toller,BR
232468,Nao Viva Em Vao,Charlie Brown Jr.,BR
232483,Tell Me What We're Gonna Do Now,Joss Stone & Common,England
232487,Livre Para Voar (ao Vivo),Exaltasamba,BR
232522,Razoes E Emocoes,NX Zero,BR
232527,Olha Eu Ai,Zeze Di Camargo & Luciano,BR
232540,Be Good To Me,Ashley Tisdale,US
232586,Deixo,Ivete Sangalo,BR
232588,Last Night,Exaltasamba,BR
232605,Doce Paixao,Babado Novo,BR
232606,Paixao Verdadeira,Samprazer,
232628,Gimme That,Chris Brown,US
232645,Para Tu Amor,Juanes,CO
232660,Open Your Eyes,Snow Patrol,GB
232668,Foi Deus,Edson & Hudson,BR
232685,Amor Absoluto,Daniel,BR
232686,Ruas De Outono,Ana Carolina,BR
232687,Me Apaixonei,Eduardo Costa,BR
232705,Vou Te Levar,Lobao,BR
232723,Nao Posso Ter Medo De Amar,Bruno & Marrone,BR
232743,Eu Nunca Disse Adeus,Capital Inicial,BR
232763,Vai,Alma D'jem,BR
232767,Idas E Voltas,Leonardo,BR
232787,Insolacao No Coracao,Babado Novo,BR
232800,Baixa Essa Guarda,Grupo Revelacao,Rio de Janeiro
232803,Ratatuia,Zeca Pagodinho,BR
232807,Que Seja Bem-Vinda,Zeze Di Camargo & Luciano,BR
232824,Eu Sei,Papas Da Lingua,
232836,Completo,Ivete Sangalo,BR
232844,Leilao,Cesar Menotti & Fabiano,BR
232847,"Chicleteiro Eu, Chicleteiro Ela",Chiclete Com Banana,BR
232864,Mil Acasos,Skank,BR
232865,Alem De Nos,CPM 22,BR
232868,A Bailarina,O Complo,
232886,You Don't Know,"Eminem, 50 Cent, Cashis & Lloyd Banks",US
232901,Louca,Wanessa Camargo,BR
232904,Lugar Melhor Que BH,Cesar Menotti & Fabiano,BR
232926,Tu Amor,RBD,MX
232943,Rosas,Ana Carolina,BR
232947,Berimbau Metalizado,Ivete Sangalo,BR
232948,Futuro Prometido,Sorriso Maroto,BR
232956,Nuestro Amor,RBD,MX
232965,"Dance, Dance",Fall Out Boy,US
232966,Money Maker,Ludacris,US
232967,Dona Gigi,Os Cacadores,
232968,Voce Me Faz Tao Bem,Detonautas,BR
232984,Keep Holding On,Avril Lavigne,CA
233022,Amor De Ping-pong (Ao Vivo),Bruno & Marrone & Edson & Hudson,BR
233026,"O Sol, A Lis E O Beija-flor",Edu Ribeiro E Cativeiro,
233045,Senhor Do Tempo,Charlie Brown Jr.,BR
233046,Quando Acaba Uma Paixao,Daniel,BR
233054,Diz Pro Meu Olhar,Zeze Di Camargo & Luciano,BR
233059,Beija-me,Zeca Pagodinho,BR
233063,Na Sua Estante,Pitty,BR
233123,Hei Voce Ai,Edson & Hudson,BR
233142,One Last Cry,Marina Elali,BR
233146,Aun Hay Algo,RBD,MX
233148,Nossa Senhora Do Brasil,Padre Marcelo Rossi & Bruno & Marrone,BR
233161,Abcde,Guilherme & Santiago,BR
233165,La Bella Luna,Rionegro & Solimoes,BR
233184,Alem De Mim,NX Zero,BR
233200,Palavras De Um Futuro Bom,Jota Quest,BR
233205,Totalmente Demais,Mc Perlla,BR
233224,Deixo A Voz Me Levar,Leandro,
233248,Uma Cancao E Pra Isso,Skank,BR
233284,Tao Bom,Hugo & Tiago,BR
233286,Amor Virtual,Sampa Crew,
233303,Imperecivel,Luxuria,GB
233336,Ve Se Toma Juizo,Bruno & Marrone,BR
233339,Quando A Chuva Passar,Ivete Sangalo,BR
233341,"Beijos, Blues E Poesias",K-sis,BR
233345,Quem Ja Perdeu Um Sonho Aqui?,Hateen,São Paulo
233367,Velocidade Da Luz,Grupo Revelacao,Rio de Janeiro
233384,Desenho De Deus,Armandinho,BR
233388,Me Namora,Edu Ribeiro E Cativeiro,
233408,Pra Ser Sincero,Marisa Monte,BR
233418,Seu Amor E Tudo Que Eu Quero,Guilherme & Santiago,BR
233421,Eu Nao Sei Dizer Que Eu Nao Te Amo,Edson & Hudson,BR
233422,Tempo Perdido,Zeze Di Camargo & Luciano,BR
233426,"Quem Diria, Hein!?",Daniel,BR
233428,Sem Resposta,Luka,BR
233466,O Jogo,Marjorie Estiano,BR
233467,De Latinha Na Mao,Leonardo & Zeca Pagodinho,BR
