,Song title,Song author,Genre
295847,Recuerdame,Pablo Alboran,
295865,TKM,Gepe,Pop in Spanish
295868,Quiereme,Johnny Sky,Latino
295889,Te Amo Para Siempre,Noche De Brujas,
295898,Imaginandote,Reykon & Daddy Yankee,
295900,Disparo Al Corazon,Ricky Martin,Pop in Spanish
295902,El Taxi,"Osmani Garcia, Pitbull & Sensata",
295909,Tu Dolor,Luciano Pereyra,Pop in Spanish
295928,A Ti Te Encanta,Alexis & Fido,
295929,Tu Me Quemas,Chino & Nacho,Urbano latino
295940,Buscandote,Mike Bahia,
295967,Mi Tesoro,Jesse & Joy,Pop in Spanish
295984,El Perdon,Nicky Jam,
295988,Mi Persona Favorita,Rio Roma,
296007,Ese Camino,Julieta Venegas,Pop in Spanish
296047,Sigueme Y Te Sigo,Daddy Yankee,Latino
296070,Back It Up,"Prince Royce, Pitbull & Jennifer Lopez",
296080,La Promesa,Melendi,Pop
296090,Llegaste Tu,Luis Fonsi & Juan Luis Guerra,
296104,Al Sur Del Mundo,Noche De Brujas,
296110,Chileno De Corazon,Mala Junta,
296129,Y Que,Axel & Vanesa Martin,
296166,Fanatica Sensual,Plan B,Hip-Hop/Rap
296170,Samsara,Martin Tungevaag,
296188,Mi Verdad,Mana & Shakira,
296193,Cuando Nos Volvamos A Encontrar,Carlos Vives & Marc Anthony,
296202,Adios,Ricky Martin,
296204,Donde Esta El Amor,"Pablo Alboran, Jesse & Joy",
296228,Eres Mia,Romeo Santos,Música tropical
296230,Tanto Amor,Abel Pintos,Pop in Spanish
296247,Tu Mi Poesia,Jesse & Joy,Pop
296289,Pierdo La Cabeza,Zion & Lennox,Urbano latino
296325,Un Zombie A La Interperie,Alejandro Sanz,Pop in Spanish
296344,Plakito,Yandel & El General Gadiel,
296365,Como Yo Le Doy,Pitbull & Don Miguelo,
296409,Tumbaye,Oscarcito,Latino
296430,Si No Te Quisiera,"Juan Magan, Belinda & Lapiz Conciente",
296460,Propuesta Indecente,Romeo Santos,Música tropical
296466,Celebrate,Pitbull,Pop
296481,Una Cita,Alkilados,Latino
296489,Vamos A Celebrar,Eyci & Cody,
296528,La Botella,Zion & Lennox,Urbano latino
296529,Por Fin,Pablo Alboran,
296586,"Saca, Prende Y Sorprende",Cultura Profetica,
296605,Tu Respiracion,Chayanne,Pop in Spanish
296639,Tan Solo Un Minuto,Rio Roma,
296687,Que Quieres De Mi,Luis Fonsi,Pop in Spanish
296704,Por Eso Te Amo,Rio Roma,
296710,Lo Poco Que Tengo,Ricardo Arjona,Pop in Spanish
296723,Perdon,Camila,Pop in Spanish
296727,Como Empezar De Nuevo,Andres De Leon,
296730,Humanos A Marte,Chayanne,Pop in Spanish
296750,Cuando Amas A Alguien,Noel Schajris,Pop
296785,Corazon En La Maleta,Luis Fonsi,Pop in Spanish
296820,Travesuras,Nicky Jam,Latino
296864,El Caballito De Palo,Joseph Fonseca,Latino
296869,Prenderemos Fuego Al Cielo,Francisca Valenzuela,Pop
296888,Quedate,Axel,
296901,Mi Amante,Los Vasquez,
296936,Crimen,Gustavo Cerati,Rock y Alternativo
296944,Afinidad,Axel,Pop
296948,No Amanece,David Bisbal,Pop
296949,Cancioncitas De Amor,Romeo Santos,Música tropical
296962,Una Flor,Juanes,Pop in Spanish
296967,Voy A Beber,Nicky Jam,Latino
296969,Apnea,Ricardo Arjona,Pop in Spanish
297028,Hasta Abajo,Yandel,Urbano latino
297088,Diez Mil Maneras,David Bisbal,Pop in Spanish
297107,Decidiste Dejarme,Camila,Pop in Spanish
297108,Vida,Ricky Martin,Pop
297109,Mil Pedazos,Juanes,Pop in Spanish
297166,Odio,Romeo Santos & Drake,
297207,La Foto De Los Dos,Carlos Vives,Pop in Spanish
297229,Te Robare,Prince Royce,Música tropical
297248,Ahi Ahi Ahi,De La Ghetto,Urbano latino
297268,Candy,Plan B,
297285,Me Gusta,Yotuel,
297286,La Luz,Juanes,
297288,Como El Viento,Juan Magan & Farruko,
297322,Para Encontrarte,Andres De Leon,
297348,Porque Miento,Mario Guerrero,Pop
297362,Que Viva La Vida,Wisin,Urbano latino
297365,Moviendo Caderas,Yandel & Daddy Yankee,
297369,The Rhythm Of The Night,Corona,Dance
297375,Kangaroo Court,Capital Cities,Alternative
297422,Me Quiero Enamorar,Jesse & Joy,Pop in Spanish
297428,Meneo,Fito Blanko,Urbano latino
297429,Vivir Mi Vida,Marc Anthony,Música tropical
297445,Fruta Y Te,Gete,
297447,Quiero Baillar (All Through The Night),3BallMTY & Becky G,
297449,Loco,Enrique Iglesias & Romeo Santos,
297467,La Nueva Y La Ex,Daddy Yankee,Urbano latino
297480,El Coco No,Roberto Junior & Su Bandeno,
297481,Caliente,Jay Santos,Electronic
297482,Te Pintaron Pajaritos,"Yandar, Yostin & Andy Riviera",
297504,Feeling Hot,Don Omar,Urbano latino
297506,In Your Eyes,Inna & Yandel,
297565,Darte Un Beso,Prince Royce,Música tropical
297568,Dale Cuerda A La Cadera,DJ Mendez,
297605,6 AM,J. Balvin & Farruko,
297666,Lose Yourself To Dance,Daft Punk & Pharrell Williams,Pop
297708,Si Estas Pensando Mal De Mi,Los Bunkers,World
297727,Carnaval,Tito El Bambino,
297748,Me Cambiaste La Vida,Rio Roma,
297765,El Tiburon (The Shark),Henry Mendez,Dance
297784,El Primer Dia Del Resto De Mi Vida,La Oreja De Van Gogh,
297786,Tu Jardin Con Enanitos,Melendi,Pop in Spanish
297822,Me Niegas,Baby Rasta & Gringo,
297827,Tu Amante,Eyci & Cody,
297846,La Noche De Los 2,Daddy Yankee &  Natalia Jimenez,
297847,Perros Salvajes,Daddy Yankee,Urbano latino
297882,Rompe La Cintura,Alexis & Fido,
297886,El Amante,Daddy Yankee,Urbano latino
297980,Bailando Solo,Los Bunkers,World
298003,Vohri A Nacer,Carlos Vives,
298024,Querido Tommy,Tommy Torres,Pop in Spanish
298026,Te Perdiste Mi Amor,Thalia & Prince Royce,
298044,Ya No Lloro,David Versailles,Pop
298067,Ella Vive En Mi,Alex Ubago,Pop in Spanish
298106,No Te Apartes De Mi,Vicentico,Pop in Spanish
298107,More,Formula,
298122,Limbo,Daddy Yankee,Urbano latino
298143,Te Me Vas,Prince Royce,Música tropical
298160,Hoy Tengo Ganas De Ti,Alejandro Fernandez & Christina Aguilera,
298187,Por Que Les Mientes?,Tito El Bambino & Marc Anthony,
298219,Diosa De Los Corazones,Formula,
298284,He Vuelto A Respirar,Mario Guerrero,Pop
298286,Ya No Quiero Estar Sin Ti,Natalino,Baladas y Boleros
298324,Angel Y Demonio,C4,
298326,Mi Marciana,Alejandro Sanz,Pop in Spanish
298381,Mienteme,Alejandro Fernandez,
298382,Zumba,Don Omar,Urbano latino
298387,Te Vi,Julieta Venegas,Pop in Spanish
298407,Algo Me Gusta De Ti,Wisin & Yandel,Urbano latino
298427,Echa Pa'lla (Manos Pa'rriba),Pitbull,Pop
298446,La De La Mala Suerte,Jesse & Joy,Pop in Spanish
298480,Mi Senorita,Matt Hunter,Música tropical
298485,El Beso,Pablo Alboran,
298502,Creo En Ti,Miguel Bose & Juan Luis Guerra,
298518,Manias,Thalia,Pop in Spanish
298520,Nobody Llke You,Franco El Gorila & O`Neil,
298542,Incondicional,Prince Royce,Música tropical
298545,Ella No Volvera,Dr. Bellido,Electronic
298587,Vamonos Pal Room,Karnaza & Katherine Orellana,
298600,Hasta Que Salga El Sol,Don Omar,Urbano latino
298627,Te Fuiste De Aqui,Reik,Pop in Spanish
298666,Si Te Digo La Verdad,Gocho & Wisin,
298705,Aire Soy,Miguel Bose & Ximena Sarinana,
298707,Corre,Jesse & Joy,Pop in Spanish
298725,Will You Still Love Me,Leslie Grace,
298765,Yo Te Esperare,Cali & El Dandee,
298799,De Oue Me Sinre La Vida,Camila,
298823,Pasarela,Daddy Yankee,Urbano latino
298846,Addicted To You,Shakira,Pop in Spanish
298940,Rival,Romeo Santos,Música tropical
298944,Todo Mi Mundo,Axel,Pop in Spanish
298965,Hoy,Nicole,
298984,Dutty Love,Don Omar,Urbano latino
299019,Buen Soldado,Francisca Valenzuela,Pop in Spanish
299025,Fuiste Tu,Ricardo Arjona,Pop in Spanish
299045,Ella No Sigue Modas,Don Omar & Juan Magan,
299058,Intentalo,"3BallMTY, El Bebeto & America Sierra",
299124,Como Tu No Hay Dos,DJ Buxxi,
299141,Mi Credo,Mario Guerrero,
299182,Pegadito Suavecito,Fito Blanko,Urbano latino
299203,Las Cosas Pequeiias,Prince Royce,
299343,Como Tu No Hay 2,Beatriz Luengo & Yotuel,
299360,Miedo,Pablo Alboran,
299363,La Senal,Juanes,
299364,Algo,Deborah De Corral,
299418,El Amor,Ricardo Arjona,
299446,VIP,Fito Blanko & Fuego,
299464,Mi Trozo De Cielo,Rosana,Pop in Spanish
299466,El Verdadero Amor Perdona,Mana & Prince Royce,
299499,Bailando Por Ahi,Juan Magan,
299520,All My People,Sasha Lopez,Pop
299523,No Me Oueria,Los Vasquez,
299546,La Ultima Carta,Prince Royce,
299563,Corazon Sin Cara,Prince Royce,Música tropical
299565,Hit The Lights,Selena Gomez & The Scene,Pop
299566,Te Amo Con Locura,Eyci & Cody,
299582,Angel Para Un Final,Los Bunkers,Rock y Alternativo
299603,I Wanna Give My Heart,Denise Rosenthal,Pop in Spanish
299620,Lovumba,Daddy Yankee,Urbano latino
299638,La Nina Que Llora En Tus Fiestas,La Oreja De Van Gogh,
299656,La Pregunta,Julion Alvarez,
299686,Yo Te Extraiiare,Tercer Cielo,
299704,Si Pudiera Amarte,Myriam Hernandez,
299723,Tengo Tu Love,Sie7te,
299726,Morena,Elite Family,
299744,La La La La,Baby Rasta & Gringo,
299746,Tirate Un Paso,Wachiturros,
299763,Natural,Movimiento Original,
299782,Te Voy A Amar,Axel,Pop in Spanish
299802,Respira,Luis Fonsi,
299805,Te Eche Al Olvido,Americo,
299806,Maquina Del Tiempo,Tito El Bambino,Latino
299820,Stand By Me,Prince Royce,
299824,Amor Clandestino,Mana,
299834,Amarte Bien,Carlos Baute,Pop in Spanish
299842,Promise,Romeo Santos & Usher,
299863,Amor Del Bueno,Reyli Barba,Pop in Spanish
299880,Y Si La Ves,Pablo Herrera & Alberto Plaza,
299884,No Sabia,Luis Jara,Latino
299904,Me Voy,Jesse & Joy,
299905,You,Romeo Santos,
299920,Sigue Sin Mi,Myriam Hernandez & Marco Antonio Solis,
299925,Ven Conmigo,Daddy Yankee & Prince Royce,Urbano latino
299946,Son Al Rey,Juan Luis Guerra,Latino
299960,El Choque,Mr. Saik,Reggae
299963,Te Extraiio Tanto,Cestar,
299966,Estrellita De Madrugada,Daddy Yankee & Omega,
299984,Mienteme Una Vez,Los Vasquez,Música Mexicana
299986,Amiga,Alexander Acha,
300004,Paisaje,Vicentico,Pop in Spanish
300016,Lo Meior De Mi Vida Eres Tu,Ricky Martin & Natalia Jimenez,
300021,Nada De Nada,Marco Di Mauro,
300042,Ayer,Enrique Iglesias,Pop
300045,Dame Un Beso,Fuego & Jadiel,
300062,Te Amare En Clandestinidad,Los Vasquez,Música Mexicana
300102,Me Enamore Con Una Mirada,Los Vasquez,Música Mexicana
300123,Una Vaina Loca,Fuego,Latino
300124,Me Pierdo Contigo,Chayanne,Pop in Spanish
300126,Gritar,Luis Fonsi,Pop in Spanish
300135,Marta,Ricardo Arjona,
300138,Dale Pal' Piso,Watussi,Urbano latino
300140,Taboo,Don Omar,Urbano latino
300187,Mi Chile,DJ Mendez,
300203,Ya Nada Es Igual,Marco Antonio Solis,
300206,Peligro,Reik,Pop in Spanish
300243,Quien Fuera,Los Bunkers,Rock y Alternativo
300246,Lluvia Al Corazon,Mana,
300250,Quien Te Quiere Como Yo,Carlos Baute,Pop in Spanish
300261,Dandole,"Gocho, Jowell & Omega",
300262,Entre Tus Alas,Camila,Pop in Spanish
300326,Lo Mejor De Mi Vida Eres Tu,Ricky Martin,
300346,Me Gusta Todo De Ti,Noche De Brujas,
300381,Vida,Ricardo Arjona,
300386,Vamo' A Portarnos Mal,Calle 13,Urbano latino
300406,Pata Boom,Daddy Yankee & Jory,
300421,Mas De 1000 Anos,Aleks Syntek,Pop in Spanish
300422,Tu Angelito,Chino & Nacho,Urbano latino
300425,Por Un Segundo,Aventura,Música tropical
300442,Loca,Chico Trujillo,
300484,Se Acabo,Wisin & Yandel & Tito El Bambino,
300501,Si No Le Contesto,Plan B,Latino
300506,Lola Soledad,Alejandro Sanz,Pop
300543,Quiero Verte Mas,Francisca Valenzuela,Pop in Spanish
300562,Josephine,DJ Mendez,
300564,El Malo,Aventura,Música tropical
300582,Los Infieles,Aventura,Música tropical
300583,Si No Estas,Chayanne,
300585,Por El Amor De Un Hombre,Yuri,Pop in Spanish
300602,Cuando Me Enamoro,Enrique Iglesias,
300634,Besame,Camila,
300643,Juana Maria,Los Vasquez,Música Mexicana
300681,La Despedida,Daddy Yankee,Latino
300744,Medallita,Chico Trujillo,South America
300746,Sr. Juez,J-King & Maximan,
300765,Que Sera De Ti,Thalia,Latino
300784,Estar Contigo,Alex Jorge & Lena,
300818,Adios Amor,Americo,
300822,Labios De Miel,Luis Miguel,Pop in Spanish
300823,Estoy Enamorado,Wisin & Yandel,Urbano latino
300843,Quiere Pa Que Te Quieran,Dyland & Lenny,Urbano latino
300846,Alejate De Mi,Camila,Pop in Spanish
300847,Cuando Me Enamoro,Enrique Iglesias & Juan Luis Guerra,Pop
300855,Arriba La Vida,Croni-k,
300861,Nadie Te Amara Como Yo,Dyland & Lenny,Urbano latino
300866,Tu No Sabes Que Tanto,Carlos Baute,Pop in Spanish
300884,Mi Corazon Se Fue,Diego Torres,Pop in Spanish
300905,El Doctorado,Tony Dize,Hip-Hop/Rap
300924,Nina Bonita,Chino & Nacho,Pop in Spanish
300970,Me Hace Tanto Bien,Alejandro Fernandez,
301002,Tu Boca,Chayanne,Pop in Spanish
301007,Super Estrella,Fuego & Omega,
301026,"Cuando, Cuando Es?",J-King & Maximan,
301044,Traicionera,Americo,
301055,Te Vas,Americo,
301084,Shusha,Tres,
301086,Puente,Ricardo Arjona,Pop in Spanish
301099,"Tu Si Quieres, Tu No Quieres",Omega,Música tropical
301105,Yerbatero,Juanes,Pop in Spanish
301127,Nuestro Amor Sera Leyenda,Alejandro Sanz,Pop in Spanish
301144,Bachata En Fukuoka,Juan Luis Guerra,Música tropical
301147,Rescatame,Myriam Hernandez,Pop in Spanish
301167,Guapa,Diego Torres,
301183,Nina Ay,Americo,
301186,Chocolate,Jesse & Joy,
301203,Te Amare,Mario Guerrero & Perla,
301206,Mientes,Camila,Pop in Spanish
301226,La Nena Del Caserio,Wibal & Alex,
301262,Me Enamore De Ti,Chayanne,Pop in Spanish
301267,Tu Me Haces Falta,Los Vasquez,Música Mexicana
301306,Descontrol,Daddy Yankee,Latino
301325,Yo No Se Bailar,Cosculluela,Latino
301345,Y Como Es El,Marc Anthony,Pop in Spanish
301347,Desde Cuando,Alejandro Sanz,Pop in Spanish
301405,Prrrum,Cosculluela,Latino
301407,Gracias A La Vida,Voces Unidas Por Chile,
301424,Bien O Mal,Julieta Venegas,Pop in Spanish
301426,Colgando En Tus Manos,Carlos Baute,Pop in Spanish
301443,Mala Conducta,Alexis & Fido,
301447,Si Tu Te Entregas,Eloy,
301483,Lady,Mendez,
301506,Estuve A Punto De...,Miguel Bose,
301526,Aroma Tropical,Shamanes,
301541,Desafio,Daddy Yankee & Don Omar,
301542,Mi Princesa,David Bisbal,Pop in Spanish
301567,No Veo La Hora,Noel Schajris,Pop in Spanish
301584,Ay Ay Ay,Dj Mendez & La Noche,
301585,Que Levante La Mano,Americo,
301586,Chicas Y Chicos,Koko Stambuk,
301603,Volver,Ricardo Montaner,
301606,Hasta Abajo,Don Omar,Urbano latino
301627,Amemonos A Escondidas,Eyci & Cody,
301639,Verano Azul,Juan Magan,
301705,La Culisuelta,Og Black & Guayo El Bandido,
301739,Valiente,Koko Stambuk,
301744,Lo Hecho Esta Hecho,Shakira,Pop
301746,Ahora Que,Andres De Leon,
301786,Quedate,C4,
301787,Amarrado A Ti,Alex Ubago,Pop in Spanish
301804,Rico Y Suave,La Noche,Latino
301843,Besos Mojados,Wisin & Yandel,Urbano latino
301846,Esclavo De Sus Besos,David Bisbal,Pop
301847,Farandulera,J-King & Maximan,
301862,El Ritmo No Perdona (Prende),Daddy Yankee,Latino
301864,No Veo La Hora,,
301867,Mentia,Miranda,
301904,Tocando Fondo,Ricardo Arjona,Pop in Spanish
301905,Lejos De Ti,Shamanes,
301926,Sentimiento,Vico C,Urbano latino
301946,Si Me Puedo Quedar,Marco Antonio Solis,
301962,Su Nombre En Mi Cuaderno,Makano,Hip-Hop/Rap
301978,He Querido Quererte,Franco El Gorila,
302027,Mi Cama Huele A Ti,Tito El Bambino,Latino
302045,El Embrujo,Americo,
302046,El Sonidito,Hechizeros Band,Dance
302062,Deja Vu,Gustavo Cerati,
302082,Un Hecho Obvio,Laura Pausini,Pop in Spanish
302141,Adios,Jesse & Joy,
302143,Aqui Estoy Yo,Luis Fonsi,Pop in Spanish
302163,Causa Y Efecto,Paulina Rubio,Pop in Spanish
302164,Sera Que No Me Amas,Luis Miguel,Pop in Spanish
302167,Llueve Por Dentro,Luis Fonsi,Pop in Spanish
302171,Amigos Especiales,Blindaje 10,Latino
302178,Mata,Tito El Bambino,
302179,Te Amo Tanto,Nigga,
302183,Fui,Reik,Pop in Spanish
302199,Para Un Poco,Ricardo Montaner,Pop in Spanish
302200,Me Faltas Tu,Jaime Ciero,
302202,Gummybear Song,Gummybear,
302203,Ojos Que No Ven,Alexis & Fido,
302205,Sexy Robotica,Don Omar,Urbano latino
302218,Que Te Queria,La 5ta Estacion,
302222,Bailando Fue,Daddy Yankee,
302226,Sin Ti...Sin Mi,Ricardo Arjona,Pop in Spanish
302227,Amor A Mares,Luis Miguel,Pop in Spanish
302261,El Amor,Tito El Bambino,
302263,Abusadora,Wisin & Yandel,Urbano latino
302282,Dejame Entrar,Makano,Hip-Hop/Rap
302284,Que Tengo Que Hacer,Daddy Yankee,Latino
302286,Sexo Seguro,Franco El Gorila,
302304,Electromovimiento,Calle 13,Urbano latino
302305,Virtual Diva,Don Omar,Urbano latino
302322,Llamada De Emergencia,Daddy Yankee,Latino
302325,Tanto Cielo Perdido,Shaila Durcal,
302326,Hagalo Bien,Sinergia,Folk
302327,La La Land,Demi Lovato,Pop
302342,Su Pelo,ZK & Crac MC,
302346,Se Va A Guillar,Eloy & Yomo,
302347,Me Arrepiento,Alex Ubago,Pop in Spanish
302354,Lejos De La Capital,Saok,
302367,Pretty Girl,Jadiel,
302393,Tu Movimiento,Don Latino,
302395,Superheroes,Alexis & Fido,
302398,Te Amo,Makano,
302402,Por Amar A Ciegas,Arcangel,
302403,No Tienen Flow,Saok,
302406,About A Girl,The Academy Is,
302407,Salgo Pa'la Calle,Daddy Yankee,Latino
302426,Una Noche En La Playa,Big Yamo,
302445,Te Regalo Amores,R.K.M. & Ken-Y,
302447,Nada Va A Pasar,Yaga & Mackie,Urbano latino
302465,Na De Na,Angel & Khriz,
302466,Dime Que Te Paso,Wisin & Yandel,Urbano latino
302482,Quien Dijo Amigos,R.K.M. & Ken-Y,
302483,Amor Del Ghetto,Shamanes,
302485,Me Estas Tentando,Wisin & Yandel,Música tropical
302520,Me He Enamorado De Ti,Arcangel,
302525,Cuerpo Sensual,R.K.M. & Ken-Y,
302543,Sexy Sensual,Jadiel,
302544,Carita Bonita,Erre Xi,
302547,Somos De Calle,Daddy Yankee,Latino
302559,Al Desnudo,Erre Xi,
302577,Vip,Zion,
302579,Sabanas Mojadas,Zion,Latino
302581,Amor De Luto,Shamanes,
302585,Cuerpo Sensual,Rakim & Ken-y,
302592,Tigui Tigui,Don Omar,
302603,No Me Doy Por Vencido,Luis Fonsi,Pop in Spanish
302605,Tus Sabanas,Wisin & Yandel,Urbano latino
302607,"Ready, Set, Go!",Tokio Hotel,Pop
302631,Odio Por Amor,Juanes,Pop in Spanish
302632,Mi Sueno,Franco De Vita,
302633,Vuelvo,Beto Cuevas,
302635,El Ultimo Vals,La Oreja De Van Gogh,
302636,Coleccionista De Canciones,Camila,Pop in Spanish
302638,Te Desean,Luis Miguel,Pop in Spanish
302640,Como Duele,Ricardo Arjona,Pop in Spanish
302641,Pose,Daddy Yankee,Latino
302642,Amor Inmortal,Chayanne,
302644,Llegaste Tu,Jesse & Joy,Pop in Spanish
302645,No Quiero Escuchar Tu Voz,Denise Rosenthal,Pop in Spanish
302646,No Molestar,Marco Antonio Solis,
302647,Nada Es Igual,Kudai,
302662,Pa Que La Pases Bien,Arcangel,
302666,Angel Del Pasado,Natalino,Latino
302667,No Hay Mas,Nicole Natalino,
302682,Te Extrano,Hardcorito & Kneza,
302685,Lloro Por Ti,Enrique Iglesias,Pop in Spanish
302686,Dame Un Poquito,Wisin & Yandel,Urbano latino
302705,Permitame,Tony Dize,Hip-Hop/Rap
302720,Fuera Del Planeta,Eloy & Zion,
302725,El Presente,Julieta Venegas,Pop in Spanish
302729,Pegao A Facebook,La Ducha Telefono,
302734,Para Siempre,Maria Jose Quintanilla,
302736,Ahora,Carolina Soto,
302737,Empezar Desde Cero,RBD,
302739,Digan Lo Que Digan,Amango,
302742,Ahora Es,Wisin & Yandel,Urbano latino
302743,Tres,Juanes,Latino
302744,Amar En El Campo,Teleradio Donoso,Pop in Spanish
302745,Para Ti,De Saloon,
302747,Renacere,Sum,
302784,Se Me Olvido,Difuntos Correa,
302807,Lejos De Aqui,Kudai,Pop
302809,Abrazame,Camila,Pop in Spanish
302814,Si Tu Te Atreves,Luis Miguel,Pop in Spanish
302819,Donde Estan Corazon,Enrique Iglesias,Latino
302820,Celebra La Vida,Axel,Pop in Spanish
302824,Si No Te Hubieras Ido,Mana,
302826,Ton Ton Ton,Nicky Jam,
302827,The Best Damn Thing,Avril Lavigne,Pop
302842,Solo Para Ti,Camila,Pop in Spanish
302843,Gotas De Agua Dulce,Juanes,Pop in Spanish
302845,Todo Cambio,Camila,Pop in Spanish
302884,Lola,Chayanne,
302906,Incomprendido,Yei & Croni-k,
302907,Hay Amores,Shakira,Latino
302957,En Las Manos De Dios,Nelly Furtado,Pop
302970,Cometas,Lucybell,
302971,Volar,Saiko,
302973,Lejos,Sum,
302977,Inalcanzable,RBD,
302978,Gol,Anita Tijoux & Julieta Venegas,
302979,"Cuanto Tienes, Cuanto Vales",Tete,
302980,Yo No Te Pido La Luna,Javiera Mena,
302983,Cada Que...,Belanova,Pop in Spanish
302984,Doble Cara,Zaturno,
302986,Sexy Movimiento,Wisin & Yandel,Urbano latino
303020,Para Que Me Quieras Como Quiero,Ricardo Arjona,Pop in Spanish
303026,Morire,La Factoria,
303041,You Know I'm No Good,Amy Winehouse,Pop
303046,Muerdete La Lengua,Francisca Valenzuela,Pop
303066,Destino,Amango,
303086,El Rey Tiburon,Mana,
303124,Ella Me Levanto,Daddy Yankee,Latino
303126,Te Mueres,De Saloon,Pop/Rock
303143,Tu,Kudai,
303145,Sur,Lucybell,
303165,Love Love Love,Lenny Kravitz,
303185,Vuelve A Amanecer,Saiko,Latino
303187,Condor,Chancho En Piedra,
303207,Amiga Del Alma,Six Pack,
303225,Maquinas,Teleradio Donoso,Rock
303245,Al Siguiente Nivel,Javiera Mena,Pop
303286,Como Un Lobo,Miguel Bose,
303307,Asi Soy Yo,Zaturno,
303387,Siempre En Mi Mente,Alex Ubago,
303403,Nadie,Sum,
303407,Ayer La Vi,Don Omar,Urbano latino
303426,Quien,Ricardo Arjona,
303442,Desde Que Te Vi,Natalino,Latino
303445,Luz Sin Gravedad,Belinda,Pop
303447,Las De La Intuicion,Shakira,Latino
303466,Baila Mi Corazon,Belanova,Pop in Spanish
303487,Impacto,Daddy Yankee,Latino
303524,Raptame Del Fin,Lucybell,Rock y Alternativo
303546,Si Pudiera,Luis Jara,
303566,Te Voy A Perder,Alejandro Fernandez,
303567,Una Pasion,Tete,
303585,A Veces Tu,Denisse Malebran,
303604,Dimelo,Enrique Iglesias,Pop
303605,Dulce,Francisca Valenzuela,
303647,Mientele,Los Bunkers,Pop/Rock
303667,Primer Dia,Julieta Venegas,Pop in Spanish
303687,Cada Vez,Six Pack,
303705,Jefe,Sinergia,
303725,Si Nos Quedara Poco Tiempo,Chayanne,Pop in Spanish
303727,Lo Mejor De Tu Vida,Alexandre Pires,World
303745,Tal Vez,Kudai,
303764,Me Duele Amarte,Reik,Pop in Spanish
303784,Pitica,Teleradio Donoso,Rock
303805,Manda Una Senal,Mana,
303825,Noche De Entierro,Los Benjamins,
303866,Celestial,RBD,
303881,Pegate,Ricky Martin,Pop
303887,Chico Malo,Six Pack,
303904,Nena,Miguel Bose & Paulina Rubio,
303926,Te Lo Agradezco Pero No,Alejandro Sanz & Shakira,
303927,Eres Para Mi,Julieta Venegas,Pop in Spanish
303930,Noche De Entierro (Nuestro Amor),Los Benjamins,
303941,My Space,Don Omar,Latino
303945,La Locura Automatica,La Secta & Eddie Dee,
303946,A Perderse,Lucybell,Rock y Alternativo
303958,Tu Recuerdo,Ricky Martin,Pop in Spanish
303964,Bendita Tu Luz,Mana,
303967,Te Enojai Por Todo,Sinergia,Rock y Alternativo
303982,Tu Amor Por Siempre,Axel,Pop in Spanish
303985,Pam Pam,Wisin & Yandel,Urbano latino
303987,Llevame,Kudai,Rock y Alternativo
303998,No Hay Igual,Nelly Furtado & Calle 13,
303999,Si Tu No Estas,Sin Bandera,
304001,Lento,RBD,
304005,Mas,Diego,
304024,Ser O Parecer,RBD,Pop in Spanish
304026,De Vez En Mes,Ricardo Arjona,Pop in Spanish
304046,Volar,Daniela Castillo,
304047,Labios Compartidos,Mana,
304048,Me Matas,Rakim & Ken-y,
304049,El Telefono,Hector Bambino,
304050,Respiros,Mdm,Hip-Hop/Rap
304108,Quien Me Iba A Decir,David Bisbal,Pop in Spanish
304109,Mujer Azul,Difuntos Correa,Pop in Spanish
304125,Responde,Diego,Pop
304126,Limon Y Sal,Julieta Venegas,Pop in Spanish
304130,Ni Una Sola Palabra,Paulina Rubio,Pop
304189,Dulce Locura,La Oreja De Van Gogh,
304190,A La Primera Persona,Alejandro Sanz,Pop in Spanish
304228,Down,Rakim & Ken-y,
304248,Infinito Amor,Lucybell,Rock y Alternativo
304270,"Atrevete Te, Te!",Calle 13,Urbano latino
304308,No Se Por Que,Chayanne,Pop in Spanish
304324,Cerrar Y Abrir,Los Tres,Rock
304382,Dejame Gritar,Kudai,Rock y Alternativo
304383,Salvame,RBD,
304387,Me Voy,Julieta Venegas,Pop in Spanish
304408,Chorizo Hampon,Frijoles,
304410,Maldito Sufrimiento,Mente Enferma,
304425,Noche De Sexo,Wisin & Yandel,Urbano latino
304428,Muneca De Trapo,La Oreja De Van Gogh,
304447,Que Me Alcance La Vida,Sin Bandera,Pop in Spanish
304467,Gangsta Zone,Daddy Yankee,Latino
304469,Celos,Mario Guerrero,
304504,Me Pregunto,Belanova,World
304510,Ahora Que No Estas,Los Bunkers,Alternative
304527,Solo Quedate En Silencio,RBD,Pop in Spanish
304528,Dia De Enero,Shakira,Latino
304530,Cuanto Mas,La Otra Fe,
304545,Tramposo Amor,Difuntos Correa,Latino
304550,Cita En El Quirofano,Panda,
304564,Pinguinos En La Cama,Ricardo Arjona,Pop in Spanish
304566,Noviembre Sin Ti,Reik,Pop in Spanish
304586,Camino,Los Tres,
304603,Profano O Sagrado,Ximena Abarca,
304609,Rompe,Daddy Yankee,Latino
304624,Fe,Lucybell,
304632,Escapar,Kudai,
304635,Don,Miranda,
304637,Si No Estas Aqui,Maria Jimena,
304638,Siento,Mario Guerrero,
304640,Helena (So Long & Goodnight),My Chemical Romance,Alternative
304643,Arranca Corazones,Ataque 77,
304644,Nada Es Para Siempre,Luis Fonsi,Pop in Spanish
